Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  08:45:00,-9.175,3755.9765580668806,1.0,420.35879993239237,1.0,420.35879993239237,3755.9765580668806,7.830179730117812,16.194513323176193,8.752045878672107,-4.11551357238227,6.880589534382255 
 01/01  09:00:00,-8.9,4301.872675471619,1.0,478.00138373643099,1.0,478.00138373643099,4301.872675471619,8.222138278225435,19.188758160026013,9.677349401240008,-3.5008702725061768,7.147346806496971 
 01/01  09:15:00,-8.350000000000002,4859.302038077412,1.0,536.9185644770597,1.0,536.9185644770597,4859.302038077412,8.563417806667437,20.303384710086804,10.635542001638897,-2.839852799713924,7.429644375771029 
 01/01  09:30:00,-7.800000000000001,5435.988910954507,1.0,598.0969199229219,1.0,598.0969199229219,5435.988910954507,8.935701866543772,21.55418998132531,11.61047724271043,-2.1777388678397644,7.561453647732962 
 01/01  09:45:00,-7.25,5814.302192801117,1.0,637.6133352894237,1.0,637.6133352894237,5814.302192801117,9.187363517896176,21.610635072251318,12.306168526640136,-1.7079734530548195,7.816835803526042 
 01/01  10:00:00,-6.7,6187.043120946611,1.0,676.6412284283772,1.0,676.6412284283772,6187.043120946611,9.431807310112252,21.76804771645071,12.943583659243018,-1.2438802440159407,8.005165141750675 
 01/01  10:15:00,-6.275,6553.002941257459,1.0,715.0112779846514,1.0,715.0112779846514,6553.002941257459,9.825217601217658,23.86745891140591,13.6484845139762,-0.5591703513765651,8.446306946828513 
 01/01  10:30:00,-5.85,6910.348521561803,1.0,752.5077794605232,1.0,752.5077794605232,6910.348521561803,10.269920480003972,25.804605235164617,14.404955046521764,0.11478262288017049,8.862000197225573 
 01/01  10:45:00,-5.425,6804.145982274665,1.0,742.5988714321785,1.0,742.5988714321785,6804.145982274665,10.5406988408053,25.656506430186736,14.640052819028483,0.42483724526374547,9.241047550599108 
 01/01  11:00:00,-5.0,6652.394939440979,1.0,727.8169025450712,1.0,727.8169025450712,6652.394939440979,10.795618027485379,25.428116117933226,14.77587203403175,0.7038971967810426,9.573692572274059 
 01/01  11:15:00,-4.575,6391.429124859039,1.0,700.3759009170325,1.0,700.3759009170325,6391.429124859039,10.9772028578373,24.6860845816754,14.762007521255328,0.9310176695339578,9.858901589937603 
 01/01  11:30:00,-4.15,6197.889213581408,1.0,681.6705029034473,1.0,681.6705029034473,6197.889213581408,11.146578407378219,24.35541264555185,14.798980854405045,1.2186853363303385,10.108174997931317 
 01/01  11:45:00,-3.7249999999999998,5441.230537824202,1.0,602.01865277251,1.0,602.01865277251,5441.230537824202,11.090770801144427,21.32816695994326,14.158055106261373,1.0660148047733742,10.297293212979869 
 01/01  12:00:00,-3.3,4443.921330169631,1.0,493.55004396206007,1.0,493.55004396206007,4443.921330169631,10.895906641421418,17.150187717142914,13.077656574881133,0.6767098389788089,10.39801132914179 
 01/01  12:15:00,-3.0249999999999996,3669.329009093425,1.0,412.335026418112,1.0,412.335026418112,3669.329009093425,10.762348512409267,14.306908973886248,12.204357625480953,0.4212051893147759,10.427852494498414 
 01/01  12:30:00,-2.75,2687.445645058228,1.0,305.94037763660148,1.0,305.94037763660148,2687.445645058228,10.440662670929843,10.134357150510365,10.970065409196537,-0.04819371548910567,10.397348973836487 
 01/01  12:45:00,-2.475,2453.5427419564059,1.0,281.0763483922329,1.0,281.0763483922329,2453.5427419564059,10.412176429887597,9.62272106467956,10.661950330785942,0.08647597505762406,10.348373593276156 
 01/01  13:00:00,-2.2,2224.5123596062255,1.0,256.7721209415886,1.0,256.7721209415886,2224.5123596062255,10.375445444078759,9.016494996226431,10.436330010149505,0.24615780532928967,10.306812732057058 
 01/01  13:15:00,-1.9250000000000003,1817.2003545434168,1.0,210.73276284570657,1.0,210.73276284570657,1817.2003545434168,10.221167827000297,7.46976391587691,9.893000155954838,0.18963214999462253,10.269426833678569 
 01/01  13:30:00,-1.6500000000000002,1614.260498024205,1.0,189.38488290342594,1.0,189.38488290342594,1614.260498024205,10.183320722236385,7.066997906503745,9.650957835744919,0.33732827213333396,10.235666572851283 
 01/01  13:45:00,-1.375,1539.5476742548124,1.0,179.3940297802914,1.0,179.3940297802914,1539.5476742548124,10.17098632407477,7.191063800297545,9.602422427467218,0.5800134530956598,10.206782536244848 
 01/01  14:00:00,-1.1,1463.9812974434895,1.0,169.43349014176136,1.0,169.43349014176136,1463.9812974434895,10.154827728444916,7.291359969250572,9.546883232893265,0.8209782152698608,10.18216182577413 
 01/01  14:15:00,-1.1,1540.9321607437196,1.0,178.15692317953907,1.0,178.15692317953907,1540.9321607437196,10.218976742439028,8.110569575265897,9.669291200363773,0.9535547375389797,10.16582352300622 
 01/01  14:30:00,-1.1,1447.6634452633662,1.0,166.40516310952945,1.0,166.40516310952945,1447.6634452633662,10.164945308878759,7.7484977766658009,9.539425141658228,0.9090197943097564,10.15223388169964 
 01/01  14:45:00,-1.1,1220.6438058838658,1.0,140.8967369711617,1.0,140.8967369711617,1220.6438058838658,10.03250271771759,6.539755573964975,9.180403283596093,0.7121658737459029,10.130946530097756 
 01/01  15:00:00,-1.1,1004.4903719218936,1.0,116.57355796743004,1.0,116.57355796743004,1004.4903719218936,9.922385908329274,5.338475127965631,8.821082609872179,0.5066443345334051,10.088697600834589 
 01/01  15:15:00,-1.1,797.2208701522413,1.0,93.14939272689483,1.0,93.14939272689483,797.2208701522413,9.80909345049446,4.289346794827349,8.502625902185628,0.38589393451388789,10.023717061158202 
 01/01  15:30:00,-1.1,494.9161607404077,1.0,57.94047897402063,1.0,57.94047897402063,494.9161607404077,9.602345072790169,2.1688082399317767,8.010714541910716,0.12605291314667967,9.932506468018432 
 01/01  15:45:00,-1.1,383.7216918057544,1.0,45.38251793443488,1.0,45.38251793443488,383.7216918057544,9.518147570708964,1.5623823736964647,7.790307845005941,0.09606198889144935,9.831007456600697 
 01/01  16:00:00,-1.1,267.86316256322928,1.0,32.02625108222755,1.0,32.02625108222755,267.86316256322928,9.394844703018233,0.7040234120659652,7.586814320047324,0.06464272618222822,9.732087258068049 
 01/01  16:15:00,-1.1,146.9225694966839,1.0,17.762198626050539,1.0,17.762198626050539,146.9225694966839,9.247734477532675,-0.5405282301882428,7.331822317707008,-0.07632420775081528,9.633968096347065 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.05057819225463,-2.3746232818915078,6.998754892062323,-0.3399331141660582,9.523424204753898 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.98880684334876,-2.5073794556966888,6.911790512259586,-0.31081635765269768,9.415622705187565 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.910948905903905,-2.692844528240457,6.866303180558816,-0.266857548872224,9.32469467138344 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.844588918179675,-2.841406456240053,6.771388109739746,-0.4096709147987667,9.251062278138936 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.783841368118692,-2.9938725190119594,6.69306590239438,-0.5376440664792881,9.189077238232985 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.727273678059888,-3.1459619196389609,6.616955116656982,-0.6696772225362793,9.13321596755723 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.67264642745984,-3.2982196979825084,6.543780673374613,-0.8009559580995074,9.080134662216821 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,8.641781163404684,-3.1594604042443206,6.454066612873589,-0.9876243945878969,9.03166959746031 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.60963419542555,-3.1009884041964379,6.380570549023446,-1.158651644123097,8.98960052445054 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,8.573410280930715,-3.177058961839902,6.325007079688248,-1.2821135052950013,8.952593773278295 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,8.53986144657045,-3.1621095258843359,6.25598975337283,-1.4442682446228333,8.917594948333845 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,8.522022305598027,-2.8627407845132919,6.289621360365857,-1.244387717160123,8.885257264194705 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.504603268762845,-2.56618984499823,6.321010969920053,-1.0329419019808484,8.856194977085809 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,8.489017714973978,-2.2708400510737878,6.354039551745018,-0.8190717168055244,8.830019126014906 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.475034692676637,-1.9766791369570947,6.389155857530795,-0.6029211772400913,8.80600520432939 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.42183537833786,-2.250375277056257,6.350636550849117,-0.6621114709942049,8.777439522810509 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.369392095674744,-2.462979007159551,6.2951083682543189,-0.7504854553279756,8.739733420302868 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.304119616131504,-2.7973969619874818,6.249322305917985,-0.7974588620106715,8.692244008496495 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.233586933799149,-3.237870906887207,6.20433930972564,-0.8128085052793495,8.637337227755192 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.228649210479814,-2.7637666757188366,6.159324795659927,-0.8123963683468674,8.588265801031634 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.212393458057436,-2.4427587578598017,6.154509777798239,-0.7799623695964328,8.551927380039599 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.196628054591655,-2.2266929042917158,6.15465523244211,-0.6897286716539952,8.525866208679388 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.184666690232622,-1.9514851130096143,6.153825814257971,-0.6234511414509143,8.504830137734596 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.130666404530082,-2.2547388740516149,6.059965699877921,-0.9011272701421831,8.47843627350014 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.078835809753559,-2.5594330052016285,5.954281717798153,-1.1925609271787608,8.441811417517382 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.022188089407598,-2.864772410719587,5.846581770504713,-1.4855383291766203,8.396324424130114 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.961640258531849,-3.1704563243453598,5.734704649717514,-1.7805274229128827,8.345050951601796 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.916737889199798,-3.22468850261115,5.678863247299319,-1.8486290271799817,8.29358636488818 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.869823990401625,-3.2794737471383295,5.627930931859794,-1.9120383862583595,8.244818775000932 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.824081446339638,-3.334151362040809,5.576866691352279,-1.9751689598471672,8.198618691858 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.779193214299254,-3.3888328370871809,5.526774316800015,-2.0379228026241664,8.153900635211598 
