Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  11:00:00,-5.0,5464.505279106343,1.0,727.8169025450712,1.0,727.8169025450712,5464.505279106343,8.459177519369224,25.40370068645019,13.638652659319064,0.8746966028096495,7.154808027788505 
 01/01  11:15:00,-4.575,5250.139011853675,1.0,700.3759009170325,1.0,700.3759009170325,5250.139011853675,8.560937010940558,24.660136602581767,13.540198487985606,1.0770234161605004,7.295461064405508 
 01/01  11:30:00,-4.15,5091.158693257649,1.0,681.6705029034473,1.0,681.6705029034473,5091.158693257649,8.73838099412986,24.331011766231769,13.536469478976983,1.348208664522474,7.523884543101169 
 01/01  11:45:00,-3.7249999999999998,4469.613315119975,1.0,602.01865277251,1.0,602.01865277251,4469.613315119975,8.633545655368895,21.302085240934767,12.788187168796299,1.140874688970598,7.770471529756912 
 01/01  12:00:00,-3.3,3650.389339433298,1.0,493.55004396206007,1.0,493.55004396206007,3650.389339433298,8.493244795593724,17.12594757735924,11.621505194572365,0.6893459951480736,7.940173537442331 
 01/01  12:15:00,-3.0249999999999996,3014.1126501802734,1.0,412.335026418112,1.0,412.335026418112,3014.1126501802734,8.398313609446263,14.282303827386393,10.70947935091408,0.38576631004031017,8.021645986135099 
 01/01  12:30:00,-2.75,2207.5599913143216,1.0,305.94037763660148,1.0,305.94037763660148,2207.5599913143216,8.123567676643603,10.109776126179348,9.419974488892195,-0.1442095423557248,8.024199233802096 
 01/01  12:45:00,-2.475,2015.4241273989674,1.0,281.0763483922329,1.0,281.0763483922329,2015.4241273989674,8.11145128953958,9.59777772852003,9.120332091386843,-0.023637326582900188,7.995468883151693 
 01/01  13:00:00,-2.2,1827.2907190822589,1.0,256.7721209415886,1.0,256.7721209415886,1827.2907190822589,8.080431124628405,8.990540599460117,8.884915243152648,0.12014241963396444,7.966797700886738 
 01/01  13:15:00,-1.9250000000000003,1492.7106735242788,1.0,210.73276284570657,1.0,210.73276284570657,1492.7106735242788,7.946337424338448,7.443583519028043,8.3215905177874,0.044770687501682008,7.9381922596658909 
 01/01  13:30:00,-1.6500000000000002,1326.0089176326254,1.0,189.38488290342594,1.0,189.38488290342594,1326.0089176326254,7.913047427225168,7.037133757990173,8.055720981649472,0.16376365129542592,7.911730693439856 
 01/01  13:45:00,-1.375,1264.6372426765425,1.0,179.3940297802914,1.0,179.3940297802914,1264.6372426765425,7.907610840196697,7.161566759691758,8.000441624161568,0.3975017708081623,7.889703131116977 
 01/01  14:00:00,-1.1,1202.564429987972,1.0,169.43349014176136,1.0,169.43349014176136,1202.564429987972,7.898165979317419,7.26091269977626,7.937987571616077,0.6292873185162762,7.871919349612915 
 01/01  14:15:00,-1.1,1265.7745073459835,1.0,178.15692317953907,1.0,178.15692317953907,1265.7745073459835,7.960060596045897,8.078938586717735,8.082478992614256,0.7653521158027843,7.861764530616549 
 01/01  14:30:00,-1.1,1189.1603867538098,1.0,166.40516310952945,1.0,166.40516310952945,1189.1603867538098,7.909948369809978,7.715986947460236,7.932948835043476,0.7083921382255767,7.854174679655888 
 01/01  14:45:00,-1.1,1002.6786716502289,1.0,140.8967369711617,1.0,140.8967369711617,1002.6786716502289,7.793152000190093,6.5094056577714529,7.518865764812972,0.4769127868245846,7.839654555460499 
 01/01  15:00:00,-1.1,825.1228302219245,1.0,116.57355796743004,1.0,116.57355796743004,825.1228302219245,7.679292018593796,5.301328936142469,7.1216524327711,0.24952547222324029,7.8071065112480249 
 01/01  15:15:00,-1.1,654.8645552800388,1.0,93.14939272689483,1.0,93.14939272689483,654.8645552800388,7.578512484540346,4.251510039424621,6.7706220832426429,0.09664381825643886,7.754562177050629 
 01/01  15:30:00,-1.1,406.5411025204561,1.0,57.94047897402063,1.0,57.94047897402063,406.5411025204561,7.386874120148033,2.127593332516837,6.238452397389608,-0.20674556736548767,7.6750545054501819 
 01/01  15:45:00,-1.1,315.20215346024716,1.0,45.38251793443488,1.0,45.38251793443488,315.20215346024716,7.311600414773827,1.517455029948857,6.008969313533896,-0.26563294978944898,7.581138656743295 
 01/01  16:00:00,-1.1,220.03198535703104,1.0,32.02625108222755,1.0,32.02625108222755,220.03198535703104,7.197154748268625,0.6546002721510013,5.791254146421352,-0.3292205541471276,7.487071880727194 
 01/01  16:15:00,-1.1,120.68723579144842,1.0,17.762198626050539,1.0,17.762198626050539,120.68723579144842,7.057582810372013,-0.5959822263278465,5.5180178765242549,-0.5059758488976058,7.393373262762014 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.868614592128503,-2.4329167007089826,5.17304555856515,-0.7893166889676877,7.288562740186137 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.812180278696501,-2.568465604888494,5.085106543966958,-0.7895487274427069,7.186704663268323 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.7404020460601858,-2.7588597709034428,5.038098236893006,-0.7734382325228921,7.101023604180956 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,6.680097582911707,-2.906771848436536,4.94877706040711,-0.9126754907849772,7.032262601931244 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.625073836040577,-3.0591923508657437,4.873352517838157,-1.043475933337504,6.975293155392226 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.574271844509349,-3.2111564107857646,4.802261223486028,-1.1734354897130289,6.924815973088855 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,6.525505370195902,-3.3632891680315879,4.734049174194979,-1.3026739474181568,6.877468599751477 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,6.501658585646523,-3.216919482825694,4.661685841245799,-1.4455940474866794,6.835077652882692 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,6.476729711621585,-3.151769330114103,4.601428697861081,-1.5818330884151238,6.799414972316324 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,6.447329548583706,-3.226010588694447,4.552482485626683,-1.694745336738265,6.7690460838811739 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,6.42084426591225,-3.2052283817095348,4.496628162148909,-1.8272883618607239,6.7409301308639579 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,6.410142331603606,-2.9044144658161765,4.537583928514891,-1.6198109822847756,6.71550550676591 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,6.399945710972612,-2.6065544786398235,4.5774683201714769,-1.4007430720611183,6.6932958891928 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,6.392496131952308,-2.309964796951913,4.618828659488656,-1.1800243876027708,6.674043300145966 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.385598535900445,-2.0146625533232478,4.662481286235447,-0.957386144755958,6.65701632772551 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,6.336968970177689,-2.2942829852848067,4.620428745297488,-1.0444127332959284,6.635333405016299 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.2899916908461439,-2.5100156896953287,4.565749388935501,-1.1484117599234197,6.6043326540060349 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.229590507749436,-2.852354045700629,4.514552077330222,-1.2326968162384447,6.563219604275151 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,6.163907827126182,-3.3019803992808898,4.463862207185116,-1.2918997867634517,6.5142681454505519 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.166303597710686,-2.8171372890174188,4.436250888146105,-1.248153644915078,6.470992862297062 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.15879575058626,-2.4888480101274279,4.442804220573294,-1.1693050555507512,6.440676707517538 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,6.150212087569869,-2.2695781334080769,4.45702320882782,-1.0679902393752628,6.421040389416832 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.145605942868196,-1.9885355975144253,4.471639151892134,-0.9695732401723376,6.406820491631702 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,6.096490017205297,-2.29189284675177,4.380880195445286,-1.244861513808189,6.387468076442233 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.050385340226872,-2.596494546385891,4.278066465272218,-1.5378521694972279,6.357867242411431 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.999550519897064,-2.9017706048965445,4.173357495762957,-1.833395616710959,6.319203266440071 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.944830587517994,-3.207387749028044,4.065513717056604,-2.1270860231933286,6.274495824270408 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.906197082780923,-3.261454820621319,4.015772625077034,-2.190355572045803,6.22933157749617 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.865436993388085,-3.3161358341345386,3.970040774348604,-2.25182203860885,6.186681081508371 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.825737635268979,-3.3707090338322409,3.9241413454668079,-2.3132763360362107,6.146530244768321 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.786840488676168,-3.4252847585524019,3.879141374027654,-2.3744324065442017,6.107866257029413 
