Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1696337304722194,-11.53652760080771,-1.4266444554558576,-9.825488403000975,1.6044840425126728 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.130414611517497,-11.512892954233664,-1.4631562099727376,-9.844838302981941,1.5629339484654004 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0914508503815157,-11.490455747810218,-1.4992518040434107,-9.863806601696524,1.5218714787196808 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0527742894376522,-11.46914553276292,-1.534926186934058,-9.882137267066412,1.4811878945214399 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.013260009407245,-11.421065371104194,-1.5502406322527805,-9.8368539946714,1.4404706345598784 
 01/01  07:30:00,-10.3,96.42661238977162,1.0,22.819555959623899,1.0,22.819555959623899,96.42661238977162,1.0832197352378304,-9.748059635797168,-1.1724767292283787,-9.46111655525084,1.415432639077329 
 01/01  07:45:00,-10.15,474.60541633128278,1.0,109.75755355442667,1.0,109.75755355442667,474.60541633128278,1.450917748553722,-3.3862004059920829,0.38969226097242429,-8.137632965039302,1.449155927398482 
 01/01  08:00:00,-10.0,866.244564454756,1.0,195.8764694434918,1.0,195.8764694434918,866.244564454756,1.9462587656894009,3.139450496167728,2.1216361292811145,-6.813110827269952,1.5457127300174434 
 01/01  08:15:00,-9.725,1259.6795884260615,1.0,278.97248314719988,1.0,278.97248314719988,1259.6795884260615,2.2723264957806279,8.277705653956819,3.673271446811782,-5.667240459764912,1.692241236022602 
 01/01  08:30:00,-9.45,1677.483085590409,1.0,364.91995730569456,1.0,364.91995730569456,1677.483085590409,2.666385620619904,13.364403291023664,5.201941449264837,-4.533830530731393,1.8804239208757446 
 01/01  08:45:00,-9.175,1957.8502286579276,1.0,420.35879993239237,1.0,420.35879993239237,1957.8502286579276,2.934069123115394,16.122544465504569,6.211688094105966,-3.8419255356518535,2.090489859890201 
 01/01  09:00:00,-8.9,2249.9750529425884,1.0,478.00138373643099,1.0,478.00138373643099,2249.9750529425884,3.2503974230483649,19.118079288010006,7.22325673525188,-3.1239483236703338,2.3126904366483629 
 01/01  09:15:00,-8.350000000000002,2549.2387155739336,1.0,536.9185644770597,1.0,536.9185644770597,2549.2387155739336,3.508641210935824,20.237626920584146,8.259711370155515,-2.3847705791901037,2.5490537900788268 
 01/01  09:30:00,-7.800000000000001,2859.4267895585364,1.0,598.0969199229219,1.0,598.0969199229219,2859.4267895585364,3.791958298444129,21.492131727608205,9.315144465198614,-1.6491738613601684,2.805119064422619 
 01/01  09:45:00,-7.25,3065.6302613999998,1.0,637.6133352894237,1.0,637.6133352894237,3065.6302613999998,4.006805713229902,21.55325621935477,10.057594475745646,-1.1475309191754378,3.066401074928749 
 01/01  10:00:00,-6.7,3268.901522831109,1.0,676.6412284283772,1.0,676.6412284283772,3268.901522831109,4.240698138879635,21.71455801869384,10.775658692905268,-0.6496725115536037,3.322100584664881 
 01/01  10:15:00,-6.275,3468.4787947987299,1.0,715.0112779846514,1.0,715.0112779846514,3468.4787947987299,4.5511392425273879,23.812071371080707,11.534665344226483,0.09244830355783052,3.5749681060534339 
 01/01  10:30:00,-5.85,3663.269993409403,1.0,752.5077794605232,1.0,752.5077794605232,3663.269993409403,4.8484945501128149,25.74705164261997,12.282409450706212,0.8127160911585634,3.8296623128161237 
 01/01  10:45:00,-5.425,3608.8649219642427,1.0,742.5988714321785,1.0,742.5988714321785,3608.8649219642427,5.018387421070957,25.598891620607316,12.391533362225289,1.0909269434826,4.069942707220028 
 01/01  11:00:00,-5.0,3529.244255790345,1.0,727.8169025450712,1.0,727.8169025450712,3529.244255790345,5.183941571971851,25.369549812339316,12.410401106323207,1.3339251952794485,4.284234724880337 
 01/01  11:15:00,-4.575,3391.5177444928156,1.0,700.3759009170325,1.0,700.3759009170325,3391.5177444928156,5.296707241476639,24.62682907344539,12.259501283156738,1.5054680720957095,4.466685547649342 
 01/01  11:30:00,-4.15,3287.4311455859817,1.0,681.6705029034473,1.0,681.6705029034473,3287.4311455859817,5.429374327098862,24.296255808242316,12.21005083910751,1.7559982930141587,4.624757860995612 
 01/01  11:45:00,-3.7249999999999998,2882.9179691833408,1.0,602.01865277251,1.0,602.01865277251,2882.9179691833408,5.3439702691694459,21.26786794480117,11.330947864744644,1.4670982902753167,4.739096966914908 
 01/01  12:00:00,-3.3,2352.6218892255585,1.0,493.55004396206007,1.0,493.55004396206007,2352.6218892255585,5.158956636527658,17.089246780718488,9.963117756884629,0.8956984511252131,4.789285090516799 
 01/01  12:15:00,-3.0249999999999996,1937.3269634124322,1.0,412.335026418112,1.0,412.335026418112,1937.3269634124322,5.026752851205535,14.244568282861679,8.896348802536182,0.505651345798185,4.789689773802196 
 01/01  12:30:00,-2.75,1414.5467009849916,1.0,305.94037763660148,1.0,305.94037763660148,1414.5467009849916,4.753137245346189,10.070937643167742,7.414971776865059,-0.143609866767747,4.74707121871706 
 01/01  12:45:00,-2.475,1289.2658050704163,1.0,281.0763483922329,1.0,281.0763483922329,1289.2658050704163,4.7348564339403789,9.55606949416048,7.0764086193300959,-0.05170197149482192,4.691892464096759 
 01/01  13:00:00,-2.2,1166.5876548842649,1.0,256.7721209415886,1.0,256.7721209415886,1166.5876548842649,4.703897700329658,8.950828805944767,6.799545208884069,0.06426924787183452,4.645517826333848 
 01/01  13:15:00,-1.9250000000000003,951.6580013218959,1.0,210.73276284570657,1.0,210.73276284570657,951.6580013218959,4.5856453654795479,7.4022561850035439,6.159990509397403,-0.0698457270233348,4.604433515224248 
 01/01  13:30:00,-1.6500000000000002,843.024558893695,1.0,189.38488290342594,1.0,189.38488290342594,843.024558893695,4.561068959371247,6.996152361854783,5.876415467551965,0.023117781911082603,4.568131105556795 
 01/01  13:45:00,-1.375,804.6632183511958,1.0,179.3940297802914,1.0,179.3940297802914,804.6632183511958,4.561462571805526,7.117945663231343,5.798864505785161,0.23642046641555226,4.538657272019298 
 01/01  14:00:00,-1.1,765.5588520005708,1.0,169.43349014176136,1.0,169.43349014176136,765.5588520005708,4.559569535863135,7.21574295840539,5.715998086248703,0.4474850706749294,4.516018554793202 
 01/01  14:15:00,-1.1,805.2150553488002,1.0,178.15692317953907,1.0,178.15692317953907,805.2150553488002,4.6125054686303799,8.031299623146588,5.867287496715733,0.5903842582800962,4.503087140200281 
 01/01  14:30:00,-1.1,756.2433790740292,1.0,166.40516310952945,1.0,166.40516310952945,756.2433790740292,4.572156002422262,7.667768474155998,5.694383040901357,0.5106616711518655,4.494221100446187 
 01/01  14:45:00,-1.1,636.4747232456177,1.0,140.8967369711617,1.0,140.8967369711617,636.4747232456177,4.475679708639298,6.4601950074176319,5.258903269319035,0.24600363623568456,4.477631851269958 
 01/01  15:00:00,-1.1,522.7235097510675,1.0,116.57355796743004,1.0,116.57355796743004,522.7235097510675,4.36628384269416,5.242996398736621,4.814273560858112,-0.03270399707366778,4.44600045390538 
 01/01  15:15:00,-1.1,414.0081279208023,1.0,93.14939272689483,1.0,93.14939272689483,414.0081279208023,4.280675522805945,4.195655024724486,4.375888924105595,-0.2480372504211914,4.399916887230135 
 01/01  15:30:00,-1.1,256.47389356800849,1.0,57.94047897402063,1.0,57.94047897402063,256.47389356800849,4.110058654028291,2.0663004340778978,3.7206519109623175,-0.6481587145181038,4.334626747939203 
 01/01  15:45:00,-1.1,198.41305419285389,1.0,45.38251793443488,1.0,45.38251793443488,198.41305419285389,4.04695684207526,1.4509311947801629,3.4620221793974226,-0.7552202392358822,4.258393340137868 
 01/01  16:00:00,-1.1,138.2427639570494,1.0,32.02625108222755,1.0,32.02625108222755,138.2427639570494,3.9499830634107249,0.5816130158225626,3.206751764165915,-0.8797011247908131,4.178287572871542 
 01/01  16:15:00,-1.1,75.7300491575989,1.0,17.762198626050539,1.0,17.762198626050539,75.7300491575989,3.8242573110823776,-0.6779642487540697,2.8899972841001615,-1.1338806203457353,4.092106717577255 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6493144750500168,-2.5189255524187077,2.4948043494445075,-1.4789922686113642,3.9931770922822484 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.5993848505625758,-2.6584027166772099,2.4044538828298416,-1.5242771139314755,3.8967253625298139 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.5352568592879014,-2.855951833254175,2.347396265989744,-1.5734975380988772,3.8158342993645 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.482851324873176,-3.0029326928653585,2.2633398083164026,-1.714974463849785,3.7519849706717105 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.435539900618494,-3.15529806693504,2.1937179755389595,-1.844463212047458,3.7006965937351166 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.3926108883180658,-3.3070846947261396,2.128207804756471,-1.9735393914082238,3.6568719778795288 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.3519828052828655,-3.459041463578897,2.0658331962964668,-2.1016536244034116,3.6170192326666088 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,3.338362189522005,-3.3016262055435257,2.0263586678162257,-2.152909788071156,3.5829919467376079 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.325043930177229,-3.226738272553843,1.9897199372375667,-2.2240741080643717,3.556510849056657 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,3.3048107061390254,-3.2983652029269496,1.9511273712274715,-2.318554641759306,3.5357462778285266 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.288820757587247,-3.268947504057586,1.916357642569551,-2.401938926440266,3.517611088848073 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3.2892544020087199,-2.965984687316822,1.969243030430107,-2.1797490698771186,3.502291592422422 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.2898202572088648,-2.6662105200011068,2.022686618528553,-1.947458271023038,3.4901553437800407 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,3.2928497879189706,-2.3677831659871155,2.0776192871394416,-1.7132570067561233,3.4809028711462814 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.2965141005865679,-2.0707275492268595,2.1347160860887017,-1.4772920486518615,3.4738490352749915 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.2553038348113887,-2.3591680872171056,2.083421769978827,-1.614140314687802,3.462261258539886 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.2157477818663948,-2.57954764941015,2.028504569102097,-1.7454687008328165,3.4413765496394035 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.1621136973389745,-2.9334864824479855,1.9649098759354047,-1.896708861333991,3.4099595645681566 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.103081454772979,-3.3963509502749309,1.8881206415384782,-2.072157657532273,3.369885166577401 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.1165869439693716,-2.8958450036382938,1.9053561079940665,-1.912917898157275,3.3350982046411077 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.121197991320229,-2.5568821127449818,1.939017839510086,-1.7634418186897847,3.313372338960187 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.123624186975375,-2.3328512306681654,1.9690160536864597,-1.6311868951958105,3.3027202691709278 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1299428915039746,-2.0432267421066667,2.007486236693296,-1.481046881034672,3.2980559185833848 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.08896060210121,-2.346819839536197,1.919891881616536,-1.753281264315774,3.2890214600782419 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.050687667119309,-2.651346532789,1.8221117420418978,-2.043685856404011,3.2701051180609914 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.008270975741783,-2.956513929237503,1.7233557383617609,-2.3342238835156197,3.2419662329709557 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.962080966721123,-3.2620278174801919,1.621174964801753,-2.6252788546372018,3.20734168628236 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.933625714257137,-3.3158320516746029,1.5792567540773917,-2.6853834682430035,3.171775712175042 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.902076570082473,-3.3703937328603725,1.541407795496525,-2.7445341734530759,3.1383581687498167 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.871367187584345,-3.4248117780250815,1.5030144589796919,-2.8038614535489616,3.1072474429167444 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.8413399860181398,-3.4792309560545839,1.465367073322568,-2.8629489667774807,3.077564928742872 
